Unnamed: 0,INDEX,Team_ID,Game_ID,GAME_DATE,TEAM,OPPONENT,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DATE,HOME,Game_Num,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,target,W_PCT_5,FGM_5,FGA_5,FG_PCT_5,FG3M_5,FG3A_5,FG3_PCT_5,FTM_5,FTA_5,FT_PCT_5,OREB_5,DREB_5,REB_5,AST_5,STL_5,BLK_5,TOV_5,PF_5,PTS_5,E_OFF_RATING_5,OFF_RATING_5,E_DEF_RATING_5,DEF_RATING_5,E_NET_RATING_5,NET_RATING_5,AST_PCT_5,AST_TOV_5,AST_RATIO_5,OREB_PCT_5,DREB_PCT_5,REB_PCT_5,E_TM_TOV_PCT_5,TM_TOV_PCT_5,EFG_PCT_5,TS_PCT_5,USG_PCT_5,E_USG_PCT_5,E_PACE_5,PACE_5,PACE_PER40_5,POSS_5,PIE_5,WL_5,Team_ID_5,Game_Num_5,home_next,team_opp_next,date_next
166,166,1610612742,22300299,"DEC 11, 2023",DAL,MEM,True,14.0,8.0,0.636,240,43,86,0.5,17,40,0.425,17,19,0.895,10,33,43,27,8,9,17,17,120,2023-12-11,False,22.0,118.4,120.0,108.6,114.1,9.8,5.9,0.628,1.59,19.5,0.318,0.72,0.532,16.772,17.0,0.599,0.636,1.0,0.199,102.7,99.5,82.92,100,0.554,1,0.609,43.8,91.4,0.4775999999999999,16.4,43.8,0.371,17.2,23.2,0.7534000000000001,11.6,32.6,44.2,28.6,8.2,7.2,13.0,17.6,121.2,116.74,119.62,106.86,109.98,9.86,9.66,0.6606,2.366,19.84,0.3028,0.6779999999999999,0.4972,13.16,13.5,0.5672,0.5958,1.0,0.1982,103.844,101.1,84.252,101.0,0.5536,0.6,1610612742.0,20.0,True,LAL,2023-12-12
167,167,1610612742,22300306,"DEC 12, 2023",DAL,LAL,True,15.0,8.0,0.652,240,44,89,0.494,21,43,0.488,18,21,0.857,12,24,36,28,7,5,10,17,127,2023-12-12,True,23.0,132.0,130.9,120.3,130.2,11.7,0.7,0.636,2.8,20.6,0.304,0.614,0.456,10.391,10.3,0.612,0.646,1.0,0.2,100.08,96.5,80.42,97,0.505,0,0.6172,45.8,90.8,0.5024,18.2,44.6,0.407,18.0,23.2,0.7914000000000001,11.4,31.6,43.0,28.8,7.8,7.2,12.8,18.4,127.8,124.38,125.8,108.62,113.51999999999998,15.74,12.3,0.629,2.476,20.1,0.3032,0.6674,0.4966,12.844,13.0,0.6026,0.6322,1.0,0.1986,104.152,101.4,84.502,101.6,0.5710000000000001,0.8,1610612742.0,21.0,True,MIN,2023-12-14
168,168,1610612742,22300321,"DEC 14, 2023",DAL,MIN,False,15.0,9.0,0.625,240,39,83,0.47,7,32,0.219,16,18,0.889,4,30,34,21,6,2,15,19,101,2023-12-14,True,24.0,98.1,100.0,114.4,117.8,-16.3,-17.8,0.538,1.31,16.4,0.159,0.667,0.424,15.546,15.8,0.512,0.555,1.0,0.196,103.46,101.0,84.17,101,0.419,1,0.6264000000000001,45.8,90.0,0.5067999999999999,15.8,40.6,0.3777999999999999,16.6,19.8,0.8378,9.2,31.2,40.4,27.8,8.0,5.2,12.8,18.0,124.0,120.78,122.72,107.88,112.62,12.9,10.12,0.6032,2.412,19.78,0.2695999999999999,0.6731999999999999,0.484,12.8584,13.080000000000002,0.5936,0.6260000000000001,1.0,0.198,103.83599999999998,100.9,84.086,101.0,0.5578,0.8,1610612742.0,22.0,False,POR,2023-12-16
169,169,1610612742,22300341,"DEC 16, 2023",DAL,POR,True,16.0,9.0,0.64,240,48,97,0.495,16,47,0.34,19,21,0.905,11,36,47,27,7,2,12,17,131,2023-12-16,False,25.0,121.0,126.0,114.6,115.4,6.4,10.6,0.563,2.08,18.5,0.275,0.771,0.515,12.01,12.5,0.577,0.617,1.0,0.193,106.46,104.0,86.67,104,0.551,0,0.6344000000000001,44.2,89.2,0.495,14.6,40.2,0.356,17.8,20.2,0.882,9.2,31.2,40.4,25.8,7.2,4.6,13.8,18.6,120.8,117.34,119.66,111.96,117.04,5.38,2.62,0.5836,1.902,18.68,0.2633999999999999,0.6756,0.4782,13.756,14.04,0.5763999999999999,0.615,1.0,0.197,104.2,100.9,84.08599999999998,101.0,0.5274,0.8,1610612742.0,23.0,False,DEN,2023-12-18
170,170,1610612742,22300356,"DEC 18, 2023",DAL,DEN,False,16.0,10.0,0.615,240,41,92,0.446,13,38,0.342,9,19,0.474,15,28,43,19,2,0,11,20,104,2023-12-18,False,26.0,107.9,106.1,134.5,135.4,-26.5,-29.3,0.463,1.73,14.6,0.31,0.75,0.49,11.416,11.2,0.516,0.518,1.0,0.201,96.52,97.0,80.83,98,0.329,0,0.6335999999999999,43.0,89.4,0.481,14.8,40.0,0.3628,15.8,19.6,0.804,10.4,30.2,40.6,24.4,6.0,3.6,13.0,18.0,116.6,115.48,116.6,118.48,122.58,-2.9800000000000004,-5.98,0.5656,1.902,17.919999999999998,0.2732,0.7044,0.4833999999999999,13.227,13.360000000000005,0.5631999999999999,0.5944,1.0,0.1978,101.844,99.6,83.002,100.0,0.4716,0.6,1610612742.0,24.0,True,LAC,2023-12-20
171,171,1610612742,22300372,"DEC 20, 2023",DAL,LAC,False,16.0,11.0,0.593,240,39,91,0.429,14,43,0.326,19,27,0.704,13,23,36,23,8,3,6,19,111,2023-12-20,True,27.0,113.4,118.1,126.3,126.3,-12.9,-8.2,0.59,2.88,17.2,0.315,0.743,0.483,8.173,8.5,0.505,0.539,1.0,0.195,96.44,94.5,78.75,94,0.411,0,0.625,42.2,90.4,0.4668,14.2,40.6,0.3429999999999999,16.2,21.2,0.7657999999999999,11.0,28.2,39.2,23.6,6.0,2.4,10.8,18.4,114.8,114.48,116.22,122.02,125.02,-7.52,-8.8,0.558,2.16,17.46,0.2726,0.7090000000000001,0.4735999999999999,11.5072,11.66,0.5444,0.575,1.0,0.197,100.592,98.6,82.168,98.8,0.4429999999999999,0.4,1610612742.0,25.0,False,HOU,2023-12-22
172,172,1610612742,22300385,"DEC 22, 2023",DAL,HOU,False,16.0,12.0,0.571,240,35,101,0.347,7,40,0.175,19,26,0.731,14,33,47,18,10,1,11,17,96,2023-12-22,False,28.0,86.9,88.1,110.8,113.0,-23.9,-24.9,0.514,1.5,12.6,0.257,0.712,0.451,10.866,11.0,0.381,0.427,1.0,0.198,110.28,108.5,90.42,109,0.349,1,0.6088,40.4,92.8,0.4373999999999999,11.4,40.0,0.2804,16.4,22.2,0.7405999999999999,11.4,30.0,41.4,21.6,6.6,1.6,11.0,18.4,108.6,105.46,107.66,120.12,121.58,-14.639999999999995,-13.919999999999998,0.5336000000000001,1.9,15.859999999999996,0.2632,0.7285999999999999,0.4726,11.6022,11.8,0.4982,0.5312,1.0,0.1966,102.632,101.0,84.168,101.2,0.4118,0.2,1610612742.0,26.0,True,SAS,2023-12-23
173,173,1610612742,22300398,"DEC 23, 2023",DAL,SAS,True,17.0,12.0,0.586,240,52,100,0.52,23,45,0.511,17,21,0.81,11,41,52,26,7,6,12,18,144,2023-12-23,True,29.0,129.4,132.1,107.6,108.2,21.8,23.9,0.5,2.0,17.5,0.28,0.789,0.551,11.686,11.9,0.635,0.659,1.0,0.198,110.9,109.5,91.25,109,0.561,2,0.601,43.0,96.2,0.4474,14.6,42.6,0.3388,16.6,22.8,0.7248,12.8,32.2,45.0,22.6,6.8,2.4,10.4,18.2,117.2,111.72,114.08,118.76,119.66,-7.019999999999999,-5.580000000000001,0.526,2.0380000000000003,16.080000000000002,0.2874,0.753,0.498,10.8302,11.02,0.5227999999999999,0.5519999999999999,1.0,0.197,104.12,102.7,85.58399999999999,102.8,0.4402,0.4,1610612742.0,27.0,True,CLE,2023-12-27
178,178,1610612743,22300123,"NOV 01, 2023",DEN,MIN,False,4.0,1.0,0.8,240,38,96,0.396,6,33,0.182,7,10,0.7,12,31,43,23,6,10,15,22,89,2023-11-01,False,5.0,85.2,89.9,109.0,112.2,-23.8,-22.3,0.605,1.44,16.5,0.305,0.739,0.495,15.326,16.2,0.427,0.443,1.0,0.194,102.64,98.5,82.08,99,0.358,1,0.96,45.4,89.4,0.5102,10.8,31.8,0.3399999999999999,9.2,14.0,0.675,8.8,34.4,43.2,29.0,7.6,7.8,13.6,18.0,110.8,109.88000000000002,113.4,103.06,105.34,6.840000000000001,8.08,0.6382,2.072,20.84,0.2784,0.6934,0.4976,14.3268,14.84,0.5708,0.5816,1.0,0.1966,100.956,98.2,81.832,98.0,0.5406,0.8,1610612743.0,3.0,True,DAL,2023-11-03
179,179,1610612743,22300006,"NOV 03, 2023",DEN,DAL,True,5.0,1.0,0.833,240,49,93,0.527,13,30,0.433,14,19,0.737,19,32,51,33,11,6,17,17,125,2023-11-03,True,6.0,122.1,128.9,115.8,115.2,6.4,13.7,0.673,1.65,21.4,0.479,0.756,0.613,19.539,20.6,0.597,0.617,1.0,0.193,100.42,98.0,81.67,97,0.551,1,0.9266,45.6,89.8,0.5102,10.6,31.0,0.3442,10.2,15.4,0.6724,10.8,34.2,45.0,29.8,8.0,7.8,14.8,18.4,112.0,110.32,114.11999999999998,104.34,106.08,6.0200000000000005,8.059999999999999,0.6519999999999999,1.918,20.9,0.3164,0.7138,0.5232,15.8172,16.44,0.5694,0.5814,1.0,0.196,101.332,98.7,82.25,98.4,0.5349999999999999,0.8,1610612743.0,4.0,True,CHI,2023-11-04
180,180,1610612743,22300139,"NOV 04, 2023",DEN,CHI,True,6.0,1.0,0.857,240,42,81,0.519,16,36,0.444,23,30,0.767,10,39,49,31,10,4,11,18,123,2023-11-04,True,7.0,127.9,125.5,102.9,103.1,24.9,22.4,0.738,2.58,22.6,0.262,0.796,0.549,12.474,12.2,0.617,0.653,1.0,0.2,97.16,98.0,81.67,98,0.609,1,0.898,45.8,88.4,0.5208,11.0,30.8,0.3574,12.4,17.8,0.6924,11.6,35.2,46.8,30.6,7.8,6.6,13.6,18.4,115.0,116.06,118.24,104.64,106.5,11.44,11.76,0.6678000000000001,2.15,21.62,0.3137999999999999,0.7342000000000001,0.537,14.8232,15.2,0.5838,0.5993999999999999,1.0,0.1966,99.616,97.7,81.41799999999999,97.4,0.5528000000000001,0.8,1610612743.0,5.0,True,NOP,2023-11-06
181,181,1610612743,22300156,"NOV 06, 2023",DEN,NOP,True,7.0,1.0,0.875,240,51,95,0.537,15,39,0.385,17,23,0.739,11,34,45,37,6,5,9,16,134,2023-11-06,True,8.0,128.7,134.0,114.2,114.9,14.5,19.1,0.725,3.7,24.3,0.304,0.761,0.533,9.604,10.0,0.616,0.637,1.0,0.195,102.86,100.5,83.75,100,0.581,1,0.873,45.4,89.8,0.5077999999999999,11.8,33.2,0.353,13.6,19.8,0.671,11.8,34.4,46.2,31.2,7.4,6.6,12.8,17.4,116.2,115.34,118.1,108.66,109.9,6.7,8.22,0.6843999999999999,2.366,21.64,0.308,0.7392,0.5290000000000001,14.0558,14.46,0.5740000000000001,0.5902000000000001,1.0,0.1958,100.424,98.6,82.168,98.4,0.5357999999999999,0.8,1610612743.0,6.0,True,GSW,2023-11-08
182,182,1610612743,22300169,"NOV 08, 2023",DEN,GSW,True,8.0,1.0,0.889,240,41,92,0.446,11,35,0.314,15,22,0.682,10,35,45,24,7,4,6,20,108,2023-11-08,True,9.0,110.6,111.3,110.0,108.2,0.5,3.1,0.585,4.0,18.2,0.259,0.765,0.505,6.143,6.2,0.505,0.531,1.0,0.201,96.56,97.0,80.83,97,0.517,0,0.8507999999999999,44.2,91.4,0.485,12.2,34.6,0.3516,15.2,20.8,0.725,12.4,34.2,46.6,29.6,8.0,5.8,11.6,18.6,115.8,114.9,117.92,110.38,110.72,4.5,7.200000000000001,0.6651999999999999,2.6740000000000004,20.6,0.3218,0.7634,0.539,12.6172,13.04,0.5524,0.5762,1.0,0.1966,99.928,98.4,82.0,98.2,0.5232,0.8,1610612743.0,7.0,False,HOU,2023-11-12
183,183,1610612743,22300182,"NOV 12, 2023",DEN,HOU,False,8.0,2.0,0.8,240,42,91,0.462,9,32,0.281,11,14,0.786,12,37,49,24,3,5,11,20,104,2023-11-12,False,10.0,108.2,110.6,110.6,113.8,-2.4,-3.2,0.571,2.18,18.2,0.32,0.698,0.515,11.439,11.7,0.511,0.535,1.0,0.2,96.46,94.0,78.33,94,0.499,1,0.8508000000000001,45.0,90.4,0.4982,12.8,34.4,0.3714,16.0,21.6,0.7422000000000001,12.4,35.4,47.8,29.8,7.4,4.8,10.8,18.2,118.8,119.5,122.06,110.7,111.04,8.78,11.02,0.6584000000000001,2.822,20.94,0.3248,0.7552,0.5429999999999999,11.8398,12.14,0.5692,0.5946,1.0,0.1978,98.692,97.5,81.25,97.2,0.5514,0.8,1610612743.0,8.0,True,LAC,2023-11-14
184,184,1610612743,22300024,"NOV 14, 2023",DEN,LAC,True,9.0,2.0,0.818,240,39,73,0.534,8,23,0.348,25,32,0.781,6,30,36,26,4,2,14,19,111,2023-11-14,True,11.0,116.7,118.1,115.4,113.7,1.3,4.4,0.667,1.86,20.5,0.243,0.68,0.494,14.724,14.9,0.589,0.637,1.0,0.202,94.32,94.5,78.75,94,0.536,0,0.8478,43.0,86.4,0.4996,11.8,33.0,0.3544,18.2,24.2,0.751,9.8,35.0,44.8,28.4,6.0,4.0,10.2,18.6,116.0,118.42,119.9,110.62,110.73999999999998,7.76,9.160000000000002,0.6571999999999999,2.864,20.76,0.2775999999999999,0.74,0.5192,10.8768,10.999999999999998,0.5676,0.5986,1.0,0.1996,97.472,96.8,80.66600000000001,96.6,0.5484,0.8,1610612743.0,9.0,False,NOP,2023-11-17
185,185,1610612743,22300034,"NOV 17, 2023",DEN,NOP,False,9.0,3.0,0.75,240,47,96,0.49,10,40,0.25,6,12,0.5,11,40,51,37,4,3,13,20,110,2023-11-17,False,12.0,106.5,111.1,110.3,113.9,-3.8,-2.8,0.787,2.85,24.5,0.245,0.824,0.529,12.587,13.1,0.542,0.543,1.0,0.196,103.76,100.0,83.33,99,0.479,0,0.8263999999999999,44.0,89.4,0.4937999999999999,10.6,33.8,0.3156,14.8,20.6,0.6976,10.0,35.2,45.2,29.6,4.8,3.8,10.6,19.0,113.4,114.14,117.02,112.1,112.9,2.0200000000000005,4.120000000000001,0.667,2.918,21.14,0.2742,0.7455999999999999,0.5152,10.8994,11.18,0.5526,0.5766,1.0,0.1988,98.792,97.2,80.998,96.8,0.5224,0.6,1610612743.0,10.0,False,CLE,2023-11-19
186,186,1610612743,22300210,"NOV 19, 2023",DEN,CLE,False,9.0,4.0,0.692,240,39,82,0.476,14,29,0.483,17,23,0.739,9,24,33,23,7,5,11,21,109,2023-11-19,False,13.0,113.4,112.4,125.5,124.7,-12.1,-12.4,0.59,1.77,18.0,0.234,0.7,0.448,13.525,13.4,0.561,0.592,1.0,0.198,96.28,97.0,80.83,97,0.408,1,0.7898,41.6,86.8,0.4816,10.4,31.8,0.3352,14.8,20.6,0.6976000000000001,9.6,33.2,42.8,26.8,5.0,3.8,11.0,20.0,108.4,111.08,112.7,114.36,114.86,-3.3,-2.179999999999999,0.64,2.5320000000000005,19.880000000000003,0.2602,0.7333999999999999,0.4982,11.6836,11.86,0.5416000000000001,0.5676,1.0,0.1994,97.476,96.5,80.414,96.2,0.4878,0.4,1610612743.0,11.0,False,DET,2023-11-20
187,187,1610612743,22300218,"NOV 20, 2023",DEN,DET,True,10.0,4.0,0.714,240,40,87,0.46,11,28,0.393,16,21,0.762,11,32,43,30,7,8,14,17,107,2023-11-20,False,14.0,107.8,108.1,103.6,106.2,4.2,1.9,0.75,2.14,21.4,0.26,0.733,0.484,14.107,14.1,0.523,0.556,1.0,0.198,99.34,98.0,81.67,99,0.556,0,0.7548,41.4,85.8,0.4844,10.4,30.4,0.351,15.0,20.4,0.7135999999999999,9.8,32.6,42.4,28.0,5.0,4.6,12.6,19.4,108.2,110.52,112.06,113.08,114.46,-2.56,-2.419999999999999,0.673,2.16,20.52,0.2604,0.727,0.4939999999999999,13.2764,13.439999999999998,0.5452,0.5726,1.0,0.1988,98.032,96.7,80.58200000000001,96.6,0.4956,0.4,1610612743.0,12.0,False,ORL,2023-11-22
188,188,1610612743,22300226,"NOV 22, 2023",DEN,ORL,False,10.0,5.0,0.667,240,44,93,0.473,15,35,0.429,16,21,0.762,17,25,42,29,6,2,10,25,119,2023-11-22,False,15.0,122.4,124.0,130.3,130.5,-7.9,-6.6,0.659,2.42,20.2,0.423,0.658,0.522,12.341,12.5,0.554,0.582,1.0,0.196,96.22,95.5,79.58,96,0.438,0,0.7282,41.8,86.2,0.4866,11.6,31.0,0.3806,16.0,21.8,0.7088000000000001,10.8,30.2,41.0,29.0,5.6,4.0,12.4,20.4,111.2,113.36,114.74,117.02,117.8,-3.66,-3.0999999999999988,0.6906,2.208,20.92,0.281,0.7190000000000001,0.4954,13.456799999999998,13.6,0.5538000000000001,0.5820000000000001,1.0,0.198,97.984,97.0,80.83200000000001,97.0,0.4834,0.4,1610612743.0,13.0,False,HOU,2023-11-24
189,189,1610612743,22300048,"NOV 24, 2023",DEN,HOU,False,10.0,6.0,0.625,240,32,94,0.34,7,30,0.233,15,21,0.714,16,30,46,17,8,4,15,14,86,2023-11-24,False,16.0,84.1,88.7,108.7,106.1,-24.6,-17.4,0.531,1.13,12.6,0.303,0.81,0.5,14.671,15.5,0.378,0.417,1.0,0.198,99.42,98.0,81.67,97,0.328,1,0.6896,40.4,90.4,0.4478,11.4,32.4,0.3576,14.0,19.6,0.6954,12.8,30.2,43.0,27.2,6.4,4.4,12.6,19.4,106.2,106.84,108.86,115.68000000000002,116.28,-8.84,-7.459999999999999,0.6634,2.0620000000000003,19.34,0.293,0.745,0.4966,13.4462,13.72,0.5115999999999999,0.538,1.0,0.1972,99.004,97.7,81.416,97.6,0.4418,0.2,1610612743.0,14.0,True,SAS,2023-11-26
190,190,1610612743,22300252,"NOV 26, 2023",DEN,SAS,True,11.0,6.0,0.647,240,50,89,0.562,12,28,0.429,20,25,0.8,11,34,45,38,8,3,19,25,132,2023-11-26,True,17.0,121.1,125.7,109.6,114.3,11.5,11.4,0.76,1.9,24.1,0.349,0.731,0.558,18.349,19.0,0.629,0.66,1.0,0.195,109.22,105.0,87.5,105,0.553,1,0.669,41.0,89.0,0.4622,11.8,30.0,0.3934,16.8,22.2,0.7554000000000001,12.8,29.0,41.8,27.4,7.2,4.4,13.8,20.4,110.6,109.76,111.78,115.54,116.36,-5.780000000000001,-4.619999999999999,0.658,1.872,19.26,0.3137999999999999,0.7264,0.5024000000000001,14.5986,14.9,0.5290000000000001,0.5614000000000001,1.0,0.197,100.096,98.7,82.25,98.8,0.4566,0.4,1610612743.0,15.0,False,LAC,2023-11-27
191,191,1610612743,22300257,"NOV 27, 2023",DEN,LAC,True,12.0,6.0,0.667,240,44,92,0.478,10,22,0.455,15,28,0.536,18,34,52,28,8,6,11,22,113,2023-11-27,False,18.0,116.1,115.3,107.3,106.1,8.9,9.2,0.636,2.55,19.5,0.357,0.679,0.514,11.303,11.2,0.533,0.542,1.0,0.201,97.14,98.0,81.67,98,0.553,1,0.6639999999999999,42.0,91.0,0.4625999999999999,11.0,28.6,0.3878,16.4,23.2,0.7148000000000001,14.6,31.0,45.6,28.4,7.4,4.6,13.8,20.6,111.4,110.3,112.36,111.9,112.64,-1.5800000000000007,-0.2999999999999989,0.6672,2.028,19.559999999999995,0.3384,0.7222,0.5156000000000001,14.1542,14.46,0.5234000000000001,0.5514,1.0,0.1976,100.268,98.9,82.418,99.0,0.4856,0.6,1610612743.0,16.0,True,HOU,2023-11-29
192,192,1610612743,22300263,"NOV 29, 2023",DEN,HOU,True,13.0,6.0,0.684,240,48,95,0.505,19,43,0.442,19,26,0.731,13,28,41,37,4,2,3,18,134,2023-11-29,True,19.0,137.5,147.3,130.0,136.3,7.5,11.0,0.771,9.25,25.1,0.44,0.674,0.548,4.105,4.4,0.605,0.629,1.0,0.199,96.4,91.0,75.83,91,0.54,1,0.658,43.6,92.6,0.4716,12.6,31.6,0.3976,17.0,24.2,0.7086,15.0,30.2,45.2,29.8,6.8,3.4,11.6,20.8,116.8,116.24,120.2,117.18,118.66,-0.920000000000001,1.520000000000001,0.6714,3.45,20.3,0.3743999999999999,0.7104000000000001,0.5284000000000001,12.1538,12.52,0.5398000000000001,0.5660000000000001,1.0,0.1978,99.68,97.5,81.25,97.4,0.4824,0.6,1610612743.0,17.0,False,PHX,2023-12-01
193,193,1610612743,22300279,"DEC 01, 2023",DEN,PHX,True,14.0,6.0,0.7,240,50,88,0.568,12,32,0.375,7,12,0.583,4,28,32,38,8,4,9,21,119,2023-12-01,False,20.0,121.1,124.0,111.6,114.4,9.5,9.5,0.76,4.22,27.1,0.146,0.689,0.43,9.158,9.4,0.636,0.638,1.0,0.197,98.86,96.5,80.42,96,0.543,0,0.6646000000000001,44.8,91.6,0.4906,12.0,31.0,0.3868,15.2,22.4,0.6728,12.4,30.8,43.2,31.6,7.2,3.8,11.4,20.0,116.8,115.98,120.2,113.44,115.44,2.56,4.74,0.6916,3.81,21.68,0.319,0.7166,0.51,11.5172,11.9,0.5561999999999999,0.5772,1.0,0.198,100.208,97.7,81.418,97.4,0.5034000000000001,0.8,1610612743.0,18.0,False,SAC,2023-12-02
194,194,1610612743,22300290,"DEC 02, 2023",DEN,SAC,False,14.0,7.0,0.667,240,49,99,0.495,6,25,0.24,13,20,0.65,8,38,46,35,9,7,10,14,117,2023-12-02,False,21.0,105.6,109.3,114.3,115.0,-8.7,-5.6,0.714,3.18,22.8,0.241,0.792,0.514,9.928,10.3,0.525,0.543,1.0,0.197,109.2,107.0,89.17,107,0.493,0,0.673,48.2,92.6,0.5216000000000001,11.8,30.0,0.3882,14.8,22.2,0.66,10.8,32.4,43.2,35.2,7.4,4.4,10.4,20.0,123.0,120.28,124.32,114.56,117.22,5.74,7.1,0.7282,4.220000000000001,23.72,0.3066,0.713,0.5128,10.5686,10.86,0.5856,0.6024,1.0,0.1978,102.16400000000002,99.5,82.91799999999999,99.4,0.5364,0.8,1610612743.0,19.0,False,LAC,2023-12-06
195,195,1610612743,22301215,"DEC 06, 2023",DEN,LAC,False,14.0,8.0,0.636,240,41,98,0.418,12,31,0.387,8,9,0.889,14,32,46,29,7,5,11,20,102,2023-12-06,False,22.0,103.1,106.3,115.6,114.4,-12.6,-8.2,0.707,2.64,20.4,0.316,0.673,0.481,11.116,11.5,0.48,0.5,1.0,0.2,97.48,96.5,80.42,96,0.451,0,0.6708000000000001,46.4,94.4,0.4928,11.8,30.6,0.3798,12.4,19.0,0.6778000000000001,11.4,32.0,43.4,33.4,7.2,4.8,8.8,19.0,117.0,116.68,120.44,115.76,117.24,0.92,3.180000000000001,0.7176,4.368,22.98,0.3,0.7014,0.4974,9.122,9.36,0.5558000000000001,0.5704,1.0,0.1988,99.816,97.8,81.502,97.6,0.516,0.6,1610612743.0,20.0,True,HOU,2023-12-08
196,196,1610612743,22301224,"DEC 08, 2023",DEN,HOU,False,14.0,9.0,0.609,240,38,90,0.422,10,28,0.357,20,27,0.741,12,35,47,22,4,5,10,24,106,2023-12-08,True,23.0,106.1,111.6,114.6,117.5,-8.5,-5.9,0.579,2.2,16.4,0.286,0.7,0.481,10.012,10.5,0.478,0.52,1.0,0.198,99.68,96.0,80.0,95,0.47,1,0.6592,45.2,94.0,0.4816,11.8,31.8,0.3602,13.4,18.8,0.7188,10.2,32.2,42.4,32.2,6.4,4.6,8.6,19.4,115.6,114.68,119.7,117.22,119.52,-2.56,0.1600000000000008,0.7062,4.298,22.360000000000003,0.2858,0.7056000000000001,0.4907999999999999,8.863800000000001,9.22,0.5448,0.5660000000000001,1.0,0.1982,100.324,97.4,81.168,97.0,0.4993999999999999,0.4,1610612743.0,21.0,False,ATL,2023-12-11
197,197,1610612743,22300296,"DEC 11, 2023",DEN,ATL,True,15.0,9.0,0.625,240,47,88,0.534,12,29,0.414,23,29,0.793,14,35,49,29,9,8,16,19,129,2023-12-11,False,24.0,125.5,130.3,120.9,123.2,4.6,7.1,0.617,1.81,19.9,0.415,0.679,0.564,15.57,16.2,0.602,0.64,1.0,0.195,101.84,99.0,82.5,99,0.563,1,0.6474,45.0,92.6,0.4874,10.4,29.0,0.3545999999999999,14.2,19.4,0.7312000000000001,10.4,33.6,44.0,30.6,7.4,5.8,11.2,19.6,114.6,112.28,116.3,115.4,116.9,-3.14,-0.6199999999999992,0.6754,2.81,21.32,0.2808,0.7066,0.4939999999999999,11.1568,11.58,0.5442,0.5682,1.0,0.1974,101.412,99.0,82.502,98.6,0.504,0.4,1610612743.0,22.0,False,CHI,2023-12-12
198,198,1610612743,22300307,"DEC 12, 2023",DEN,CHI,True,16.0,9.0,0.64,240,39,83,0.47,14,30,0.467,22,32,0.688,15,31,46,28,4,4,10,20,114,2023-12-12,False,25.0,122.5,122.6,106.9,112.8,15.5,9.8,0.718,2.55,20.6,0.347,0.627,0.49,11.818,11.8,0.554,0.587,1.0,0.2,96.1,93.5,77.92,93,0.53,1,0.6354,42.8,91.6,0.4678,10.8,28.6,0.373,17.2,23.4,0.7522,12.6,34.2,46.8,28.6,6.6,5.8,11.4,19.4,113.6,112.56,116.01999999999998,114.46,116.58,-1.9400000000000008,-0.559999999999999,0.667,2.476,20.020000000000003,0.321,0.6942,0.506,11.6888,12.06,0.5277999999999999,0.558,1.0,0.198,100.86,98.4,82.00200000000001,98.0,0.5014,0.4,1610612743.0,23.0,True,BKN,2023-12-14
199,199,1610612743,22300322,"DEC 14, 2023",DEN,BKN,True,17.0,9.0,0.654,240,47,99,0.475,12,36,0.333,18,21,0.857,12,36,48,31,13,6,8,15,124,2023-12-14,True,26.0,117.8,120.4,99.2,99.0,18.6,21.4,0.66,3.44,20.9,0.315,0.672,0.5,8.552,8.7,0.535,0.573,1.0,0.196,103.52,102.5,85.42,103,0.626,0,0.6328,42.4,91.6,0.4638,12.0,30.8,0.3916,18.2,23.6,0.7936,13.4,33.8,47.2,27.8,7.4,5.6,11.0,19.6,115.0,115.0,118.24,111.44,113.38000000000002,3.5200000000000005,4.840000000000001,0.6561999999999999,2.528,19.64,0.3358,0.6702,0.5032,11.4136,11.74,0.5298,0.564,1.0,0.1978,99.724,97.5,81.252,97.2,0.528,0.6,1610612743.0,24.0,True,OKC,2023-12-16
200,200,1610612743,22300340,"DEC 16, 2023",DEN,OKC,False,17.0,10.0,0.63,240,42,93,0.452,12,32,0.375,21,24,0.875,16,30,46,30,5,0,9,22,117,2023-12-16,True,27.0,121.2,118.2,119.0,120.4,2.2,-2.2,0.714,3.33,21.0,0.327,0.727,0.51,9.321,9.1,0.516,0.565,1.0,0.201,97.88,98.5,82.08,99,0.493,1,0.6315999999999999,42.6,90.6,0.4705999999999999,12.0,31.0,0.3892,20.8,26.6,0.7908,13.8,33.4,47.2,28.0,7.0,4.6,10.6,20.0,118.0,118.61999999999998,120.62,112.12,114.58,6.480000000000001,6.040000000000001,0.6576000000000001,2.6659999999999995,19.76,0.3379999999999999,0.681,0.509,11.0546,11.260000000000002,0.537,0.577,1.0,0.198,99.804,97.9,81.584,97.8,0.5364,0.6,1610612743.0,25.0,True,DAL,2023-12-18
