Unnamed: 0,INDEX,Team_ID,Game_ID,GAME_DATE,TEAM,OPPONENT,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DATE,HOME,Game_Num,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,target,W_PCT_5,FGM_5,FGA_5,FG_PCT_5,FG3M_5,FG3A_5,FG3_PCT_5,FTM_5,FTA_5,FT_PCT_5,OREB_5,DREB_5,REB_5,AST_5,STL_5,BLK_5,TOV_5,PF_5,PTS_5,E_OFF_RATING_5,OFF_RATING_5,E_DEF_RATING_5,DEF_RATING_5,E_NET_RATING_5,NET_RATING_5,AST_PCT_5,AST_TOV_5,AST_RATIO_5,OREB_PCT_5,DREB_PCT_5,REB_PCT_5,E_TM_TOV_PCT_5,TM_TOV_PCT_5,EFG_PCT_5,TS_PCT_5,USG_PCT_5,E_USG_PCT_5,E_PACE_5,PACE_5,PACE_PER40_5,POSS_5,PIE_5,WL_5,Team_ID_5,Game_Num_5,home_next,team_opp_next,date_next
201,201,1610612743,22300356,"DEC 18, 2023",DEN,DAL,True,18.0,10.0,0.643,240,49,87,0.563,14,26,0.538,18,22,0.818,9,37,46,29,7,4,8,19,130,2023-12-18,True,28.0,134.5,135.4,107.9,106.1,26.5,29.3,0.592,3.22,21.5,0.25,0.69,0.51,9.309,9.4,0.644,0.672,1.0,0.199,96.52,97.0,80.83,96,0.671,1,0.6384000000000001,44.8,90.0,0.4987999999999999,12.8,30.6,0.4253999999999999,20.4,25.6,0.8061999999999999,13.2,33.8,47.0,29.4,7.6,4.4,10.2,19.0,122.8,124.3,125.38,110.78,112.3,13.48,13.080000000000002,0.6601999999999999,2.87,20.78,0.3308,0.6789999999999999,0.5148,10.914,11.04,0.5702,0.6073999999999999,1.0,0.1982,99.172,98.1,81.75,98.0,0.5766,0.8,1610612743.0,26.0,False,TOR,2023-12-20
202,202,1610612743,22300369,"DEC 20, 2023",DEN,TOR,True,19.0,10.0,0.655,240,49,98,0.5,12,33,0.364,3,7,0.429,15,31,46,29,9,9,8,13,113,2023-12-20,False,29.0,118.8,117.7,107.5,110.6,11.3,7.1,0.592,3.22,20.9,0.36,0.755,0.556,9.466,9.4,0.561,0.559,1.0,0.198,95.9,95.0,79.17,96,0.55,1,0.6444,45.2,92.0,0.492,12.8,31.4,0.4154,16.4,21.2,0.7333999999999999,13.4,33.0,46.4,29.4,7.6,4.6,8.6,17.8,119.6,122.96,122.86,108.1,109.78,14.82,13.080000000000002,0.6552,3.152,20.98,0.3198,0.6942,0.5132000000000001,9.6932,9.68,0.562,0.5912,1.0,0.1988,97.984,97.3,81.084,97.4,0.5740000000000001,0.8,1610612743.0,27.0,False,BKN,2023-12-22
203,203,1610612743,22300383,"DEC 22, 2023",DEN,BKN,True,20.0,10.0,0.667,240,45,87,0.517,11,26,0.423,21,25,0.84,8,33,41,29,6,5,6,19,122,2023-12-22,False,30.0,127.1,128.4,120.1,125.8,7.0,2.6,0.644,4.83,21.8,0.283,0.654,0.48,6.25,6.3,0.58,0.622,1.0,0.198,96.72,94.0,78.33,95,0.541,1,0.6497999999999999,46.4,92.8,0.5014000000000001,12.2,30.6,0.4065999999999999,16.2,19.8,0.7638,12.0,33.4,45.4,29.6,8.0,4.8,7.8,17.6,121.2,123.88,124.02,110.74,112.38,13.12,11.64,0.6404,3.608,21.22,0.307,0.6996,0.5112,8.5796,8.58,0.5672,0.5982000000000001,1.0,0.1984,98.108,97.4,81.166,97.8,0.5761999999999999,0.8,1610612743.0,28.0,False,CHA,2023-12-23
204,204,1610612743,22300390,"DEC 23, 2023",DEN,CHA,True,21.0,10.0,0.677,240,39,90,0.433,12,30,0.4,12,14,0.857,12,36,48,25,11,13,14,21,102,2023-12-23,False,31.0,100.8,104.1,92.1,97.9,8.7,6.1,0.641,1.47,18.1,0.346,0.649,0.505,16.805,17.3,0.5,0.53,1.0,0.194,102.14,97.5,81.25,98,0.541,1,0.6544000000000001,44.8,91.0,0.493,12.2,29.4,0.42,15.0,18.4,0.7638,12.0,33.4,45.4,28.4,7.6,6.2,9.0,18.8,116.8,120.48,120.76000000000002,109.32,112.16,11.14,8.580000000000002,0.6365999999999999,3.214,20.660000000000004,0.3132,0.6950000000000001,0.5122,10.2302,10.3,0.5602,0.5896000000000001,1.0,0.198,97.832,96.4,80.332,96.8,0.5592,0.8,1610612743.0,29.0,True,GSW,2023-12-25
205,205,1610612743,22300402,"DEC 25, 2023",DEN,GSW,True,22.0,10.0,0.688,240,40,82,0.488,14,34,0.412,26,32,0.813,10,33,43,25,6,4,14,17,120,2023-12-25,True,32.0,119.9,118.8,112.7,114.0,7.2,4.8,0.625,1.79,18.5,0.289,0.75,0.527,13.989,13.9,0.573,0.624,1.0,0.202,100.6,100.5,83.75,101,0.544,2,0.666,44.4,88.8,0.5002,12.6,29.8,0.4274,16.0,20.0,0.7514,10.8,34.0,44.8,27.4,7.8,7.0,10.0,17.8,117.4,120.22,120.88,108.06,110.88,12.14,9.98,0.6188,2.906,20.160000000000004,0.3056,0.6996,0.5156000000000001,11.1638,11.26,0.5715999999999999,0.6014,1.0,0.1982,98.376,96.8,80.666,97.2,0.5694000000000001,1.0,1610612743.0,30.0,True,MEM,2023-12-28
210,210,1610612765,22300115,"NOV 01, 2023",DET,POR,False,2.0,3.0,0.4,240,40,90,0.444,11,29,0.379,10,11,0.909,6,32,38,24,12,4,18,31,101,2023-11-01,True,5.0,94.5,95.3,104.2,104.8,-9.7,-9.5,0.6,1.33,17.5,0.176,0.795,0.463,16.848,17.0,0.506,0.532,1.0,0.199,106.18,105.5,87.92,106,0.411,0,0.4134,41.0,89.4,0.4594,11.8,29.4,0.4042,15.0,19.0,0.7882,12.6,35.6,48.2,28.0,6.4,6.4,17.6,25.2,108.8,105.18,108.18,105.9,106.76,-0.7,1.4200000000000004,0.6844,1.536,19.36,0.3219999999999999,0.751,0.5328,17.8756,18.380000000000003,0.5252,0.5566000000000001,1.0,0.1964,102.808,101.0,84.166,101.0,0.5035999999999999,0.4,1610612765.0,3.0,False,NOP,2023-11-02
211,211,1610612765,22300129,"NOV 02, 2023",DET,NOP,False,2.0,4.0,0.333,240,41,94,0.436,13,38,0.342,21,26,0.808,19,29,48,30,4,5,16,31,116,2023-11-02,False,6.0,113.2,116.0,124.5,123.8,-11.3,-7.8,0.732,1.88,19.8,0.426,0.767,0.577,15.619,16.0,0.505,0.55,1.0,0.201,101.42,100.5,83.75,100,0.417,0,0.48,41.0,89.8,0.4574,12.2,30.6,0.4038,17.4,21.2,0.8298,13.0,33.6,46.6,28.4,6.6,4.8,17.6,26.8,111.6,107.14,110.12,108.98,109.84,-1.8400000000000003,0.3000000000000001,0.6941999999999999,1.582,19.42,0.3322,0.764,0.5401999999999999,17.5512,18.04,0.5252000000000001,0.5632,1.0,0.1974,103.788,102.0,85.0,101.8,0.4884,0.4,1610612765.0,4.0,True,PHX,2023-11-05
212,212,1610612765,22300140,"NOV 05, 2023",DET,PHX,False,2.0,5.0,0.286,240,43,87,0.494,8,23,0.348,12,14,0.857,10,23,33,25,7,6,16,23,106,2023-11-05,True,7.0,106.9,108.2,116.8,121.2,-9.9,-13.0,0.581,1.56,18.6,0.244,0.591,0.416,16.136,16.3,0.54,0.569,1.0,0.196,100.96,98.5,82.08,98,0.41,0,0.4372,41.6,89.6,0.4652,11.8,29.2,0.4067999999999999,15.6,19.0,0.8332,12.6,30.0,42.6,27.8,6.6,4.8,16.2,25.6,110.6,108.52,111.02,114.34,115.74,-5.82,-4.72,0.6704,1.66,19.44,0.3101999999999999,0.7356,0.5104,16.454,16.82,0.531,0.5648,1.0,0.1972,101.884,100.2,83.5,100.0,0.4551999999999999,0.2,1610612765.0,5.0,True,GSW,2023-11-06
213,213,1610612765,22300145,"NOV 06, 2023",DET,GSW,False,2.0,6.0,0.25,240,38,80,0.475,13,30,0.433,20,21,0.952,7,32,39,23,8,2,14,20,109,2023-11-06,True,8.0,111.0,112.4,119.7,123.7,-8.8,-11.3,0.605,1.44,17.9,0.238,0.611,0.448,16.287,16.5,0.556,0.611,1.0,0.196,99.24,97.0,80.83,97,0.469,0,0.3538,40.2,88.4,0.4556,12.0,29.6,0.4076000000000001,16.4,19.2,0.8636000000000001,11.0,28.8,39.8,26.6,7.4,4.4,16.0,26.0,108.8,106.34,108.12,116.82,118.54,-10.500000000000002,-10.419999999999998,0.6626,1.606,18.9,0.274,0.7078,0.4788,16.199,16.46,0.5236000000000001,0.5626,1.0,0.1978,102.548,101.0,84.166,100.8,0.4246,0.0,1610612765.0,6.0,False,MIL,2023-11-08
214,214,1610612765,22300165,"NOV 08, 2023",DET,MIL,False,2.0,7.0,0.222,240,48,98,0.49,7,29,0.241,15,16,0.938,11,42,53,28,2,5,17,24,118,2023-11-08,False,9.0,104.4,110.3,110.0,112.1,-5.6,-1.9,0.583,1.47,18.4,0.314,0.863,0.588,16.808,17.8,0.526,0.562,1.0,0.192,111.06,107.0,89.17,107,0.505,0,0.2982,42.0,89.8,0.4678,10.4,29.8,0.3486,15.6,17.6,0.8928,10.6,31.6,42.2,26.0,6.6,4.4,16.2,25.8,110.0,106.0,108.44,115.04,117.12,-9.06,-8.7,0.6202,1.536,18.44,0.2795999999999999,0.7253999999999999,0.4984,16.339599999999997,16.720000000000002,0.5266,0.5648,1.0,0.1968,103.772,101.7,84.75,101.6,0.4423999999999999,0.0,1610612765.0,7.0,True,PHI,2023-11-10
215,215,1610612765,22300008,"NOV 10, 2023",DET,PHI,False,2.0,8.0,0.2,240,40,86,0.465,8,28,0.286,18,22,0.818,11,37,48,28,3,5,16,26,106,2023-11-10,True,10.0,104.2,108.2,115.1,116.3,-10.9,-8.2,0.7,1.65,19.9,0.3,0.736,0.524,16.719,17.3,0.512,0.554,1.0,0.195,100.36,98.0,81.67,98,0.454,0,0.2582,42.0,89.0,0.4720000000000001,9.8,29.6,0.3299999999999999,17.2,19.8,0.8746,11.6,32.6,44.2,26.8,4.8,4.6,15.8,24.8,111.0,107.94,111.02,117.22,119.42,-9.3,-8.44,0.6401999999999999,1.6,18.92,0.3044,0.7136,0.5105999999999999,16.3138,16.779999999999998,0.5278,0.5692,1.0,0.196,102.608,100.2,83.5,100.0,0.4509999999999999,0.0,1610612765.0,8.0,False,CHI,2023-11-12
216,216,1610612765,22300181,"NOV 12, 2023",DET,CHI,False,2.0,9.0,0.182,240,38,88,0.432,11,32,0.344,21,26,0.808,16,33,49,26,4,6,16,19,108,2023-11-12,False,11.0,108.6,110.2,121.4,124.0,-12.8,-13.8,0.684,1.63,18.4,0.423,0.735,0.574,16.09,16.3,0.494,0.543,1.0,0.201,98.72,97.0,80.83,98,0.454,0,0.2279999999999999,41.4,87.8,0.4711999999999999,9.4,28.4,0.3303999999999999,17.2,19.8,0.8746,11.0,33.4,44.4,26.0,4.8,4.8,15.8,22.4,109.4,107.02,109.86,116.6,119.46,-9.6,-9.64,0.6306,1.55,18.64,0.3038,0.7072,0.51,16.407999999999998,16.840000000000003,0.5256000000000001,0.5678,1.0,0.196,102.068,99.5,82.91600000000001,99.6,0.4584,0.0,1610612765.0,9.0,True,ATL,2023-11-14
217,217,1610612765,22300018,"NOV 14, 2023",DET,ATL,False,2.0,10.0,0.167,240,47,90,0.522,10,29,0.345,16,23,0.696,14,28,42,36,9,6,17,20,120,2023-11-14,True,12.0,116.4,116.5,123.0,121.2,-6.6,-4.6,0.766,2.12,23.5,0.319,0.721,0.511,16.486,16.5,0.578,0.599,1.0,0.2,102.78,103.5,86.25,103,0.48,0,0.2042,42.2,88.4,0.4768,9.8,29.6,0.3298,18.0,21.6,0.8423999999999999,11.8,34.4,46.2,28.2,5.2,4.8,16.0,21.8,112.2,108.92,111.52,117.84,119.46,-8.940000000000001,-7.959999999999999,0.6676,1.6619999999999997,19.62,0.3188,0.7332,0.529,16.478,16.880000000000003,0.5332000000000001,0.5738000000000001,1.0,0.1968,102.432,100.5,83.75,100.6,0.4724,0.0,1610612765.0,10.0,False,CLE,2023-11-17
218,218,1610612765,22300030,"NOV 17, 2023",DET,CLE,False,2.0,11.0,0.154,240,39,91,0.429,9,35,0.257,13,15,0.867,18,33,51,20,8,6,17,19,100,2023-11-17,False,13.0,103.5,102.0,112.2,111.3,-8.7,-9.3,0.513,1.18,14.9,0.358,0.81,0.558,17.598,17.3,0.478,0.512,1.0,0.201,96.42,97.5,81.25,98,0.431,0,0.185,42.4,90.6,0.4676,9.0,30.6,0.2946,16.6,20.4,0.8253999999999999,14.0,34.6,48.6,27.6,5.2,5.6,16.6,21.6,110.4,107.42,109.44,116.34,116.98,-8.919999999999998,-7.56,0.6492,1.61,19.02,0.3428,0.7729999999999999,0.5509999999999999,16.740199999999998,17.04,0.5176000000000001,0.554,1.0,0.1978,101.868,100.6,83.83399999999999,100.8,0.4648,0.0,1610612765.0,11.0,False,TOR,2023-11-19
219,219,1610612765,22300211,"NOV 19, 2023",DET,TOR,False,2.0,12.0,0.143,240,39,83,0.47,9,26,0.346,26,35,0.743,7,34,41,25,3,3,17,23,113,2023-11-19,False,14.0,104.2,107.6,128.2,134.0,-24.0,-26.3,0.641,1.47,17.8,0.224,0.66,0.451,15.683,16.2,0.524,0.574,1.0,0.198,109.58,105.5,87.92,105,0.366,0,0.1692,40.6,87.6,0.4636,9.4,30.0,0.3156,18.8,24.2,0.7864,13.2,33.0,46.2,27.0,5.4,5.2,16.6,21.4,109.4,107.38,108.9,119.98,121.36,-12.6,-12.44,0.6607999999999999,1.61,18.9,0.3248,0.7323999999999999,0.5236,16.5152,16.72,0.5172,0.5564,1.0,0.199,101.572,100.3,83.584,100.4,0.437,0.0,1610612765.0,12.0,True,DEN,2023-11-20
220,220,1610612765,22300218,"NOV 20, 2023",DET,DEN,False,2.0,13.0,0.133,240,36,81,0.444,7,21,0.333,24,26,0.923,11,32,43,21,7,5,18,24,103,2023-11-20,True,15.0,103.6,106.2,107.8,108.1,-4.2,-1.9,0.583,1.17,16.0,0.267,0.74,0.516,18.101,18.6,0.488,0.557,1.0,0.197,99.34,98.0,81.67,97,0.444,0,0.1558,39.8,86.6,0.4593999999999999,9.2,28.6,0.325,20.0,25.0,0.8074,13.2,32.0,45.2,25.6,6.2,5.2,17.0,21.0,108.8,107.26,108.5,118.51999999999998,119.72,-11.26,-11.18,0.6374000000000001,1.514,18.12,0.3182,0.7332,0.522,16.7916,16.98,0.5124,0.5569999999999999,1.0,0.1994,101.368,100.3,83.584,100.2,0.4349999999999999,0.0,1610612765.0,13.0,False,IND,2023-11-24
221,221,1610612765,22300047,"NOV 24, 2023",DET,IND,False,2.0,14.0,0.125,240,43,90,0.478,7,18,0.389,20,24,0.833,14,29,43,22,6,11,14,18,113,2023-11-24,False,16.0,112.4,114.1,127.6,137.4,-15.3,-23.2,0.512,1.57,16.1,0.375,0.564,0.476,13.922,14.1,0.517,0.562,1.0,0.201,103.56,99.0,82.5,99,0.456,0,0.1444,40.8,87.0,0.4686,8.4,25.8,0.3339999999999999,19.8,24.6,0.8124,12.8,31.2,44.0,24.8,6.6,6.2,16.6,20.8,109.8,108.02,109.28,119.76,122.4,-11.76,-13.06,0.603,1.502,17.660000000000004,0.3086,0.6990000000000001,0.5024000000000001,16.357999999999997,16.54,0.517,0.5608000000000001,1.0,0.1994,102.336,100.7,83.918,100.4,0.4354,0.0,1610612765.0,14.0,True,WAS,2023-11-27
222,222,1610612765,22300253,"NOV 27, 2023",DET,WAS,False,2.0,15.0,0.118,240,43,102,0.422,8,38,0.211,13,19,0.684,18,31,49,29,7,11,16,22,107,2023-11-27,True,17.0,97.8,99.1,113.2,117.8,-15.3,-18.7,0.674,1.71,18.5,0.339,0.804,0.537,15.545,15.7,0.461,0.485,1.0,0.196,110.34,107.5,89.58,108,0.398,0,0.1346,40.0,89.4,0.4486,8.0,27.6,0.3072,19.2,23.8,0.8099999999999999,13.6,31.8,45.4,23.4,6.2,7.2,16.4,21.2,107.2,104.3,105.8,117.8,121.72,-13.5,-15.88,0.5846,1.42,16.660000000000004,0.3126,0.7156,0.5076,16.169800000000002,16.38,0.4936,0.538,1.0,0.1986,103.848,101.5,84.584,101.4,0.419,0.0,1610612765.0,15.0,True,LAL,2023-11-29
223,223,1610612765,22300258,"NOV 29, 2023",DET,LAL,False,2.0,16.0,0.111,240,40,97,0.412,15,36,0.417,12,14,0.857,10,29,39,28,8,3,14,31,107,2023-11-29,True,18.0,99.9,100.9,122.3,125.5,-22.5,-24.5,0.7,2.0,19.3,0.207,0.717,0.433,13.065,13.2,0.49,0.519,1.0,0.198,107.94,106.0,88.33,106,0.341,0,0.126,40.2,90.6,0.4452,9.2,27.8,0.3392,19.0,23.6,0.808,12.0,31.0,43.0,25.0,6.2,6.6,15.8,23.6,108.6,103.58,105.58,119.82,124.56000000000002,-16.259999999999998,-18.92,0.6220000000000001,1.584,17.54,0.2824,0.697,0.4826,15.2632,15.56,0.496,0.5394,1.0,0.198,106.152,103.2,86.0,103.0,0.4009999999999999,0.0,1610612765.0,16.0,False,NYK,2023-11-30
224,224,1610612765,22300268,"NOV 30, 2023",DET,NYK,False,2.0,17.0,0.105,240,43,81,0.531,15,35,0.429,11,17,0.647,8,34,42,22,4,3,20,25,112,2023-11-30,False,19.0,111.5,113.1,118.8,119.2,-7.3,-6.1,0.512,1.1,16.9,0.244,0.706,0.5,19.904,20.2,0.623,0.633,1.0,0.197,99.9,99.0,82.5,99,0.459,0,0.1183999999999999,41.0,90.2,0.4574,10.4,29.6,0.3558,16.0,20.0,0.7888,12.2,31.0,43.2,24.4,6.4,6.6,16.4,24.0,108.4,105.04,106.68,117.94,121.6,-12.919999999999998,-14.88,0.5962,1.5099999999999998,17.36,0.2864,0.7061999999999999,0.4924,16.1074,16.36,0.5158,0.5512,1.0,0.1978,104.216,101.9,84.91600000000001,101.8,0.4196000000000001,0.0,1610612765.0,17.0,True,CLE,2023-12-02
225,225,1610612765,22300283,"DEC 02, 2023",DET,CLE,False,2.0,18.0,0.1,240,39,83,0.47,8,30,0.267,15,23,0.652,10,39,49,24,9,3,16,20,101,2023-12-02,True,20.0,101.9,102.0,110.1,110.0,-8.2,-8.0,0.615,1.5,18.0,0.24,0.796,0.515,16.142,16.2,0.518,0.542,1.0,0.202,99.52,99.5,82.92,99,0.464,0,0.1117999999999999,41.6,90.6,0.4625999999999999,10.6,31.4,0.3426,14.2,19.4,0.7346,12.0,32.4,44.4,25.0,6.8,6.2,16.0,23.2,108.0,104.7,105.84,118.4,121.98,-13.72,-16.1,0.6026,1.5759999999999998,17.759999999999998,0.281,0.7174,0.4922000000000001,15.7156,15.88,0.5218,0.5482,1.0,0.1988,104.252,102.2,85.166,102.2,0.4236000000000001,0.0,1610612765.0,18.0,True,MEM,2023-12-06
226,226,1610612765,22301206,"DEC 06, 2023",DET,MEM,False,2.0,19.0,0.095,240,41,91,0.451,11,35,0.314,9,9,1.0,8,34,42,30,9,6,16,17,102,2023-12-06,True,21.0,98.1,100.0,113.5,113.7,-15.4,-13.7,0.732,1.76,21.1,0.22,0.761,0.479,16.352,16.7,0.511,0.537,1.0,0.196,103.06,102.0,85.0,102,0.435,0,0.1058,41.2,90.8,0.4572,11.4,34.8,0.3276,12.0,16.4,0.768,10.8,33.4,44.2,26.6,7.4,5.2,16.4,23.0,105.8,101.84,103.02,115.58,117.24,-13.74,-14.199999999999998,0.6466,1.614,18.76,0.25,0.7567999999999999,0.4928,16.2016,16.4,0.5206,0.5432,1.0,0.1978,104.152,102.8,85.666,102.8,0.4194,0.0,1610612765.0,19.0,False,ORL,2023-12-08
227,227,1610612765,22301217,"DEC 08, 2023",DET,ORL,False,2.0,20.0,0.091,240,34,81,0.42,6,30,0.2,17,24,0.708,8,30,38,17,3,2,15,17,91,2023-12-08,False,22.0,91.4,91.0,121.3,123.0,-29.9,-32.0,0.5,1.06,13.6,0.18,0.8,0.456,16.071,16.0,0.457,0.497,1.0,0.197,100.46,100.0,83.33,100,0.322,0,0.1004,39.4,86.6,0.4568,11.0,33.2,0.3254,12.8,17.4,0.7727999999999999,8.8,33.2,42.0,24.2,6.6,3.4,16.2,22.0,102.6,100.56,101.4,117.2,118.28,-16.66,-16.86,0.6118,1.484,17.78,0.2182,0.756,0.4766,16.3068,16.46,0.5198,0.5456000000000001,1.0,0.198,102.176,101.3,84.41600000000001,101.2,0.4042,0.0,1610612765.0,20.0,True,IND,2023-12-11
228,228,1610612765,22300293,"DEC 11, 2023",DET,IND,False,2.0,21.0,0.087,240,45,81,0.556,10,29,0.345,23,30,0.767,6,24,30,26,11,4,14,18,123,2023-12-11,True,23.0,119.2,118.3,122.0,123.6,-2.8,-5.3,0.578,1.73,19.2,0.154,0.628,0.402,14.535,14.4,0.617,0.653,1.0,0.2,105.28,105.0,87.5,104,0.467,0,0.0955999999999999,40.4,83.4,0.4856,10.0,31.8,0.311,15.0,20.6,0.7548,8.0,32.2,40.2,23.8,7.2,3.6,16.2,19.4,105.8,104.42,104.88,117.14,117.9,-12.72,-13.02,0.5873999999999999,1.4300000000000002,17.759999999999998,0.2076,0.7382000000000001,0.4704,16.6008,16.7,0.5452,0.5724,1.0,0.1984,101.644,101.1,84.25,100.8,0.4293999999999999,0.0,1610612765.0,21.0,True,PHI,2023-12-13
229,229,1610612765,22300310,"DEC 13, 2023",DET,PHI,False,2.0,22.0,0.083,240,39,88,0.443,10,33,0.303,23,30,0.767,6,29,35,24,6,3,9,22,111,2023-12-13,True,24.0,105.5,107.8,125.3,125.2,-19.8,-17.5,0.615,2.4,17.8,0.204,0.75,0.449,9.506,9.7,0.5,0.548,1.0,0.2,104.08,103.0,85.83,103,0.392,0,0.0912,39.6,84.8,0.4679999999999999,9.0,31.4,0.2857999999999999,17.4,23.2,0.7788,7.6,31.2,38.8,24.2,7.6,3.6,14.0,18.8,105.6,103.22,103.82,118.44,119.1,-15.22,-15.3,0.6079999999999999,1.69,17.94,0.1996,0.7470000000000001,0.4602,14.521200000000002,14.6,0.5206,0.5554,1.0,0.199,102.48,101.9,84.916,101.6,0.416,0.0,1610612765.0,22.0,False,PHI,2023-12-15
230,230,1610612765,22300327,"DEC 15, 2023",DET,PHI,False,2.0,23.0,0.08,240,35,81,0.432,4,21,0.19,18,23,0.783,7,35,42,19,3,7,21,25,92,2023-12-15,False,25.0,87.5,88.5,115.2,120.4,-27.7,-31.9,0.543,0.9,14.5,0.204,0.617,0.431,19.977,20.2,0.457,0.505,1.0,0.198,106.38,103.5,86.25,104,0.33,0,0.0872,38.8,84.4,0.4604,8.2,29.6,0.2704,18.0,23.2,0.805,7.0,30.4,37.4,23.2,6.4,4.4,15.0,19.8,103.8,100.34,101.12,119.46,121.18,-19.12,-20.08,0.5936,1.57,17.240000000000002,0.1924,0.7112,0.4434,15.2882,15.4,0.5084000000000001,0.548,1.0,0.1982,103.852,102.7,85.58200000000001,102.6,0.3892,0.0,1610612765.0,23.0,False,MIL,2023-12-16
231,231,1610612765,22300334,"DEC 16, 2023",DET,MIL,False,2.0,24.0,0.077,240,43,96,0.448,6,28,0.214,22,26,0.846,10,26,36,25,10,4,8,23,114,2023-12-16,False,26.0,108.1,108.6,133.8,140.4,-25.7,-31.8,0.581,3.13,17.8,0.214,0.675,0.406,7.587,7.6,0.479,0.531,1.0,0.198,107.26,104.5,87.08,105,0.398,0,0.0836,39.2,85.4,0.4598,7.2,28.2,0.2504,20.6,26.6,0.7742,7.4,28.8,36.2,22.2,6.6,4.0,13.4,21.0,106.2,102.34,102.84,123.51999999999998,126.52,-21.18,-23.7,0.5633999999999999,1.844,16.580000000000002,0.1911999999999999,0.694,0.4288,13.5352,13.579999999999998,0.502,0.5468000000000001,1.0,0.1986,104.692,103.2,85.998,103.2,0.3818,0.0,1610612765.0,24.0,False,ATL,2023-12-18
232,232,1610612765,22300352,"DEC 18, 2023",DET,ATL,False,2.0,25.0,0.074,240,48,94,0.511,9,22,0.409,19,27,0.704,12,24,36,23,7,3,13,26,124,2023-12-18,False,27.0,116.0,120.4,125.1,126.2,-9.1,-5.8,0.479,1.77,16.2,0.34,0.683,0.495,12.163,12.6,0.559,0.586,1.0,0.197,105.38,103.0,85.83,103,0.447,0,0.0802,42.0,88.0,0.478,7.8,26.6,0.2921999999999999,21.0,27.2,0.7734,8.2,27.6,35.8,23.4,7.4,4.2,13.0,22.8,112.8,107.26,108.72,124.28,127.16,-17.02,-18.46,0.5592,1.986,17.1,0.2232,0.6706000000000001,0.4366,12.7536,12.9,0.5224,0.5646,1.0,0.1986,105.676,103.8,86.49799999999999,103.8,0.4068,0.0,1610612765.0,25.0,True,UTA,2023-12-21
233,233,1610612765,22300374,"DEC 21, 2023",DET,UTA,False,2.0,26.0,0.071,240,43,86,0.5,9,31,0.29,16,19,0.842,12,29,41,24,6,9,20,19,111,2023-12-21,True,28.0,107.4,109.9,116.0,116.7,-8.6,-6.8,0.558,1.14,17.2,0.311,0.654,0.495,20.317,20.8,0.552,0.588,1.0,0.196,102.96,101.5,84.58,101,0.449,0,0.077,41.6,89.0,0.4668,7.6,27.0,0.2812,19.6,25.0,0.7884,9.4,28.6,38.0,23.0,6.4,5.2,14.2,23.0,110.4,104.9,107.04,123.08,125.78,-18.18,-18.76,0.5551999999999999,1.868,16.7,0.2546,0.6758,0.4552,13.910000000000002,14.18,0.5094000000000001,0.5516,1.0,0.1978,105.212,103.1,85.91400000000002,103.2,0.4032,0.0,1610612765.0,26.0,False,BKN,2023-12-23
234,234,1610612765,22300394,"DEC 23, 2023",DET,BKN,False,2.0,27.0,0.069,240,39,79,0.494,15,35,0.429,22,29,0.759,6,30,36,26,5,3,13,25,115,2023-12-23,False,29.0,115.3,115.0,119.9,126.0,-4.6,-11.0,0.667,1.86,19.7,0.186,0.698,0.442,14.034,14.0,0.589,0.627,1.0,0.197,102.42,100.0,83.33,100,0.434,2,0.0742,41.6,87.2,0.477,8.6,27.4,0.3063999999999999,19.4,24.8,0.7868,9.4,28.8,38.2,23.4,6.2,5.2,15.0,23.6,111.2,106.86,108.48,122.0,125.94,-15.139999999999995,-17.46,0.5656000000000001,1.7600000000000002,17.080000000000002,0.251,0.6654,0.4538,14.8156,15.039999999999996,0.5272,0.5673999999999999,1.0,0.1972,104.88,102.5,85.414,102.6,0.4116000000000001,0.0,1610612765.0,27.0,True,BKN,2023-12-26
239,239,1610612744,22300126,"NOV 01, 2023",GSW,SAC,True,4.0,1.0,0.8,240,39,81,0.481,11,31,0.355,13,15,0.867,7,29,36,32,5,6,17,17,102,2023-11-01,True,5.0,103.4,105.2,101.9,103.1,1.6,2.1,0.821,1.78,23.3,0.205,0.648,0.449,18.256,18.6,0.549,0.582,1.0,0.197,98.86,97.5,81.25,97,0.523,1,0.5434,41.8,89.6,0.4682,13.6,38.4,0.3584,15.6,20.0,0.7886,12.2,35.2,47.4,27.6,8.4,5.6,15.0,20.6,112.8,111.06,112.96,101.68,104.34,9.4,8.6,0.6672,1.798,19.58,0.2996,0.694,0.5134000000000001,15.1932,15.460000000000004,0.5454000000000001,0.5774,1.0,0.1984,101.916,99.7,83.082,99.8,0.5469999999999999,0.8,1610612744.0,3.0,False,OKC,2023-11-03
